2018-08-16 12:49:57,tvw825385571,漳州,4,挺好看的😊哈哈
2018-08-16 10:39:52,Reus·Van,南京,4,剧情不做评价，但是这个不是喜剧吧？笑点不多啊。想表达的东西可以说很简单，也很深刻。中间有半个小时睡着了😖不过黄渤第一部电影，还算可以了吧
2018-08-16 10:39:35,LMQ886696340,北京,4,剧情不是很老套，有人性的部分，还可以～不过让我惊喜的是黄渤这个新手导演真的是拍出来的效果比演员演技还让人惊讶啊，点赞黄渤～
2018-08-16 10:39:31,放松c,东明县,4,演而优则导，一点都不像是处女作，反而更像出自富有经验的老手之作。赤裸裸的人性展露无疑。
2018-08-16 10:39:22,XqK282360682,邯郸,5,电影是好电影，跟对象一起看的，看完之后我们分手了了了了！！！
2018-08-16 10:39:15,tdQ398971112,瑞安,5,一个社会的再造与秩序的重组，人性之间的博弈，人们的生存记录，以及最后的消散。
2018-08-16 10:38:58,wbH850135330,长垣,2.5,一般般，除了一般般还是一般般
2018-08-16 10:38:02,SotRoto,南昌,4.5,电影很好看。里面包含很多的的寓意。
2018-08-16 10:37:44,_weixin832075896,哈尔滨,4.5,生而为人，欲望满身。
2018-08-16 10:37:35,_qqf571360735481,常州,2.5,一群人的荒岛求生记
2018-08-16 10:37:20,高雪253,无锡,3,一般般，挺失望的
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:40:07,ZYL汐汐,西安,5,感觉挺好的，很好看
2018-08-16 10:39:52,Reus·Van,南京,4,剧情不做评价，但是这个不是喜剧吧？笑点不多啊。想表达的东西可以说很简单，也很深刻。中间有半个小时睡着了😖不过黄渤第一部电影，还算可以了吧
2018-08-16 10:39:35,LMQ886696340,北京,4,剧情不是很老套，有人性的部分，还可以～不过让我惊喜的是黄渤这个新手导演真的是拍出来的效果比演员演技还让人惊讶啊，点赞黄渤～
2018-08-16 10:39:31,放松c,东明县,4,演而优则导，一点都不像是处女作，反而更像出自富有经验的老手之作。赤裸裸的人性展露无疑。
2018-08-16 10:39:22,XqK282360682,邯郸,5,电影是好电影，跟对象一起看的，看完之后我们分手了了了了！！！
2018-08-16 10:39:15,tdQ398971112,瑞安,5,一个社会的再造与秩序的重组，人性之间的博弈，人们的生存记录，以及最后的消散。
2018-08-16 10:38:58,wbH850135330,长垣,2.5,一般般，除了一般般还是一般般
2018-08-16 10:38:02,SotRoto,南昌,4.5,电影很好看。里面包含很多的的寓意。
2018-08-16 10:37:44,_weixin832075896,哈尔滨,4.5,生而为人，欲望满身。
2018-08-16 10:37:35,_qqf571360735481,常州,2.5,一群人的荒岛求生记
2018-08-16 10:37:20,高雪253,无锡,3,一般般，挺失望的
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:39:52,Reus·Van,南京,4,剧情不做评价，但是这个不是喜剧吧？笑点不多啊。想表达的东西可以说很简单，也很深刻。中间有半个小时睡着了😖不过黄渤第一部电影，还算可以了吧
2018-08-16 10:39:35,LMQ886696340,北京,4,剧情不是很老套，有人性的部分，还可以～不过让我惊喜的是黄渤这个新手导演真的是拍出来的效果比演员演技还让人惊讶啊，点赞黄渤～
2018-08-16 10:39:31,放松c,东明县,4,演而优则导，一点都不像是处女作，反而更像出自富有经验的老手之作。赤裸裸的人性展露无疑。
2018-08-16 10:39:22,XqK282360682,邯郸,5,电影是好电影，跟对象一起看的，看完之后我们分手了了了了！！！
2018-08-16 10:39:15,tdQ398971112,瑞安,5,一个社会的再造与秩序的重组，人性之间的博弈，人们的生存记录，以及最后的消散。
2018-08-16 10:38:58,wbH850135330,长垣,2.5,一般般，除了一般般还是一般般
2018-08-16 10:38:02,SotRoto,南昌,4.5,电影很好看。里面包含很多的的寓意。
2018-08-16 10:37:44,_weixin832075896,哈尔滨,4.5,生而为人，欲望满身。
2018-08-16 10:37:35,_qqf571360735481,常州,2.5,一群人的荒岛求生记
2018-08-16 10:37:20,高雪253,无锡,3,一般般，挺失望的
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:39:35,LMQ886696340,北京,4,剧情不是很老套，有人性的部分，还可以～不过让我惊喜的是黄渤这个新手导演真的是拍出来的效果比演员演技还让人惊讶啊，点赞黄渤～
2018-08-16 10:39:31,放松c,东明县,4,演而优则导，一点都不像是处女作，反而更像出自富有经验的老手之作。赤裸裸的人性展露无疑。
2018-08-16 10:39:22,XqK282360682,邯郸,5,电影是好电影，跟对象一起看的，看完之后我们分手了了了了！！！
2018-08-16 10:39:15,tdQ398971112,瑞安,5,一个社会的再造与秩序的重组，人性之间的博弈，人们的生存记录，以及最后的消散。
2018-08-16 10:38:58,wbH850135330,长垣,2.5,一般般，除了一般般还是一般般
2018-08-16 10:38:02,SotRoto,南昌,4.5,电影很好看。里面包含很多的的寓意。
2018-08-16 10:37:44,_weixin832075896,哈尔滨,4.5,生而为人，欲望满身。
2018-08-16 10:37:35,_qqf571360735481,常州,2.5,一群人的荒岛求生记
2018-08-16 10:37:20,高雪253,无锡,3,一般般，挺失望的
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:39:31,放松c,东明县,4,演而优则导，一点都不像是处女作，反而更像出自富有经验的老手之作。赤裸裸的人性展露无疑。
2018-08-16 10:39:22,XqK282360682,邯郸,5,电影是好电影，跟对象一起看的，看完之后我们分手了了了了！！！
2018-08-16 10:39:15,tdQ398971112,瑞安,5,一个社会的再造与秩序的重组，人性之间的博弈，人们的生存记录，以及最后的消散。
2018-08-16 10:38:58,wbH850135330,长垣,2.5,一般般，除了一般般还是一般般
2018-08-16 10:38:02,SotRoto,南昌,4.5,电影很好看。里面包含很多的的寓意。
2018-08-16 10:37:44,_weixin832075896,哈尔滨,4.5,生而为人，欲望满身。
2018-08-16 10:37:35,_qqf571360735481,常州,2.5,一群人的荒岛求生记
2018-08-16 10:37:20,高雪253,无锡,3,一般般，挺失望的
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:39:22,XqK282360682,邯郸,5,电影是好电影，跟对象一起看的，看完之后我们分手了了了了！！！
2018-08-16 10:39:15,tdQ398971112,瑞安,5,一个社会的再造与秩序的重组，人性之间的博弈，人们的生存记录，以及最后的消散。
2018-08-16 10:38:58,wbH850135330,长垣,2.5,一般般，除了一般般还是一般般
2018-08-16 10:38:02,SotRoto,南昌,4.5,电影很好看。里面包含很多的的寓意。
2018-08-16 10:37:44,_weixin832075896,哈尔滨,4.5,生而为人，欲望满身。
2018-08-16 10:37:35,_qqf571360735481,常州,2.5,一群人的荒岛求生记
2018-08-16 10:37:20,高雪253,无锡,3,一般般，挺失望的
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:34:32,Gpu762669682,珠海,4,还行，挺搞笑的
2018-08-16 10:39:15,tdQ398971112,瑞安,5,一个社会的再造与秩序的重组，人性之间的博弈，人们的生存记录，以及最后的消散。
2018-08-16 10:38:58,wbH850135330,长垣,2.5,一般般，除了一般般还是一般般
2018-08-16 10:38:02,SotRoto,南昌,4.5,电影很好看。里面包含很多的的寓意。
2018-08-16 10:37:44,_weixin832075896,哈尔滨,4.5,生而为人，欲望满身。
2018-08-16 10:37:35,_qqf571360735481,常州,2.5,一群人的荒岛求生记
2018-08-16 10:37:20,高雪253,无锡,3,一般般，挺失望的
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:34:32,Gpu762669682,珠海,4,还行，挺搞笑的
2018-08-16 10:34:15,VVW420812430,天津,5,挺好看的，每个人物都很鲜活立体。
2018-08-16 10:38:58,wbH850135330,长垣,2.5,一般般，除了一般般还是一般般
2018-08-16 10:38:02,SotRoto,南昌,4.5,电影很好看。里面包含很多的的寓意。
2018-08-16 10:37:44,_weixin832075896,哈尔滨,4.5,生而为人，欲望满身。
2018-08-16 10:37:35,_qqf571360735481,常州,2.5,一群人的荒岛求生记
2018-08-16 10:37:20,高雪253,无锡,3,一般般，挺失望的
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:34:32,Gpu762669682,珠海,4,还行，挺搞笑的
2018-08-16 10:34:15,VVW420812430,天津,5,挺好看的，每个人物都很鲜活立体。
2018-08-16 10:33:27,果不其然,深圳,4,嗯，暴风雪中的小山庄剧情
2018-08-16 10:38:02,SotRoto,南昌,4.5,电影很好看。里面包含很多的的寓意。
2018-08-16 10:37:44,_weixin832075896,哈尔滨,4.5,生而为人，欲望满身。
2018-08-16 10:37:35,_qqf571360735481,常州,2.5,一群人的荒岛求生记
2018-08-16 10:37:20,高雪253,无锡,3,一般般，挺失望的
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:34:32,Gpu762669682,珠海,4,还行，挺搞笑的
2018-08-16 10:34:15,VVW420812430,天津,5,挺好看的，每个人物都很鲜活立体。
2018-08-16 10:33:27,果不其然,深圳,4,嗯，暴风雪中的小山庄剧情
2018-08-16 10:33:25,CTz209062090,荣成,5,昨晚看的非常好看、喜欢黄渤、喜欢他的真实、支持国产电影，支持有实力的人去拍电影。支持有实力的人去演电影。
2018-08-16 10:37:44,_weixin832075896,哈尔滨,4.5,生而为人，欲望满身。
2018-08-16 10:37:35,_qqf571360735481,常州,2.5,一群人的荒岛求生记
2018-08-16 10:37:20,高雪253,无锡,3,一般般，挺失望的
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:34:32,Gpu762669682,珠海,4,还行，挺搞笑的
2018-08-16 10:34:15,VVW420812430,天津,5,挺好看的，每个人物都很鲜活立体。
2018-08-16 10:33:27,果不其然,深圳,4,嗯，暴风雪中的小山庄剧情
2018-08-16 10:33:25,CTz209062090,荣成,5,昨晚看的非常好看、喜欢黄渤、喜欢他的真实、支持国产电影，支持有实力的人去拍电影。支持有实力的人去演电影。
2018-08-16 10:33:25,qHa945171090,汕头,5,不错~脑洞大开
2018-08-16 10:37:35,_qqf571360735481,常州,2.5,一群人的荒岛求生记
2018-08-16 10:37:20,高雪253,无锡,3,一般般，挺失望的
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:34:32,Gpu762669682,珠海,4,还行，挺搞笑的
2018-08-16 10:34:15,VVW420812430,天津,5,挺好看的，每个人物都很鲜活立体。
2018-08-16 10:33:27,果不其然,深圳,4,嗯，暴风雪中的小山庄剧情
2018-08-16 10:33:25,CTz209062090,荣成,5,昨晚看的非常好看、喜欢黄渤、喜欢他的真实、支持国产电影，支持有实力的人去拍电影。支持有实力的人去演电影。
2018-08-16 10:33:25,qHa945171090,汕头,5,不错~脑洞大开
2018-08-16 10:33:25,荒山道士,东莞,5,黄渤的片子虽然还不是很成熟，但是内涵、故事情节、人物刻画都在国产片中是比较完美的了。很喜欢，希望渤导继续加油！！
2018-08-16 10:37:20,高雪253,无锡,3,一般般，挺失望的
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:34:32,Gpu762669682,珠海,4,还行，挺搞笑的
2018-08-16 10:34:15,VVW420812430,天津,5,挺好看的，每个人物都很鲜活立体。
2018-08-16 10:33:27,果不其然,深圳,4,嗯，暴风雪中的小山庄剧情
2018-08-16 10:33:25,CTz209062090,荣成,5,昨晚看的非常好看、喜欢黄渤、喜欢他的真实、支持国产电影，支持有实力的人去拍电影。支持有实力的人去演电影。
2018-08-16 10:33:25,qHa945171090,汕头,5,不错~脑洞大开
2018-08-16 10:33:25,荒山道士,东莞,5,黄渤的片子虽然还不是很成熟，但是内涵、故事情节、人物刻画都在国产片中是比较完美的了。很喜欢，希望渤导继续加油！！
2018-08-16 10:33:05,Tt只要有你,贵阳,3.5,千万在手，天下我有
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:34:32,Gpu762669682,珠海,4,还行，挺搞笑的
2018-08-16 10:34:15,VVW420812430,天津,5,挺好看的，每个人物都很鲜活立体。
2018-08-16 10:33:27,果不其然,深圳,4,嗯，暴风雪中的小山庄剧情
2018-08-16 10:33:25,CTz209062090,荣成,5,昨晚看的非常好看、喜欢黄渤、喜欢他的真实、支持国产电影，支持有实力的人去拍电影。支持有实力的人去演电影。
2018-08-16 10:33:25,qHa945171090,汕头,5,不错~脑洞大开
2018-08-16 10:33:25,荒山道士,东莞,5,黄渤的片子虽然还不是很成熟，但是内涵、故事情节、人物刻画都在国产片中是比较完美的了。很喜欢，希望渤导继续加油！！
2018-08-16 10:33:05,Tt只要有你,贵阳,3.5,千万在手，天下我有
2018-08-16 10:32:39,LoveGintonic,烟台,4.5,这是一部题材很宽的电影，社会阶级形成的缩影，人性的真实演绎。摇摆不定的砖家，时乖时狂的保安，见风使舵的老板，自大膨胀的王，扑克牌的霸权，鱼的垄断，技术产生的动力，最清醒的疯子，隐瞒真相的代价。你的脑海是否闪现过如下场景，砖家辟谣，战时汉奸，强权政治，资本疯狂，通货膨胀，资源掠夺，麻木看客，谎言当道。社会如此，电影亦如此。一场大火点睛之笔——唯置死地而后生，才会迎来新的开始！
2018-08-16 10:35:46,yfa536623504,重庆,4,一般般，笑点偏少
2018-08-16 10:35:33,blfwhc,贵阳,3,不太喜欢看！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:34:32,Gpu762669682,珠海,4,还行，挺搞笑的
2018-08-16 10:34:15,VVW420812430,天津,5,挺好看的，每个人物都很鲜活立体。
2018-08-16 10:33:27,果不其然,深圳,4,嗯，暴风雪中的小山庄剧情
2018-08-16 10:33:25,CTz209062090,荣成,5,昨晚看的非常好看、喜欢黄渤、喜欢他的真实、支持国产电影，支持有实力的人去拍电影。支持有实力的人去演电影。
2018-08-16 10:33:25,qHa945171090,汕头,5,不错~脑洞大开
2018-08-16 10:33:25,荒山道士,东莞,5,黄渤的片子虽然还不是很成熟，但是内涵、故事情节、人物刻画都在国产片中是比较完美的了。很喜欢，希望渤导继续加油！！
2018-08-16 10:33:05,Tt只要有你,贵阳,3.5,千万在手，天下我有
2018-08-16 10:32:39,LoveGintonic,烟台,4.5,这是一部题材很宽的电影，社会阶级形成的缩影，人性的真实演绎。摇摆不定的砖家，时乖时狂的保安，见风使舵的老板，自大膨胀的王，扑克牌的霸权，鱼的垄断，技术产生的动力，最清醒的疯子，隐瞒真相的代价。你的脑海是否闪现过如下场景，砖家辟谣，战时汉奸，强权政治，资本疯狂，通货膨胀，资源掠夺，麻木看客，谎言当道。社会如此，电影亦如此。一场大火点睛之笔——唯置死地而后生，才会迎来新的开始！
2018-08-16 10:35:30,沐jing萱,武汉,4,真是一出好戏，张艺兴本色出演，有点小坏，越来越棒～现实的黑色幽默，末日启示录……讲真，电影有点长了，看完之后心情很复杂，要是真有这么一天我们该怎么办？
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:34:32,Gpu762669682,珠海,4,还行，挺搞笑的
2018-08-16 10:34:15,VVW420812430,天津,5,挺好看的，每个人物都很鲜活立体。
2018-08-16 10:33:27,果不其然,深圳,4,嗯，暴风雪中的小山庄剧情
2018-08-16 10:33:25,CTz209062090,荣成,5,昨晚看的非常好看、喜欢黄渤、喜欢他的真实、支持国产电影，支持有实力的人去拍电影。支持有实力的人去演电影。
2018-08-16 10:33:25,qHa945171090,汕头,5,不错~脑洞大开
2018-08-16 10:33:25,荒山道士,东莞,5,黄渤的片子虽然还不是很成熟，但是内涵、故事情节、人物刻画都在国产片中是比较完美的了。很喜欢，希望渤导继续加油！！
2018-08-16 10:33:05,Tt只要有你,贵阳,3.5,千万在手，天下我有
2018-08-16 10:32:39,LoveGintonic,烟台,4.5,这是一部题材很宽的电影，社会阶级形成的缩影，人性的真实演绎。摇摆不定的砖家，时乖时狂的保安，见风使舵的老板，自大膨胀的王，扑克牌的霸权，鱼的垄断，技术产生的动力，最清醒的疯子，隐瞒真相的代价。你的脑海是否闪现过如下场景，砖家辟谣，战时汉奸，强权政治，资本疯狂，通货膨胀，资源掠夺，麻木看客，谎言当道。社会如此，电影亦如此。一场大火点睛之笔——唯置死地而后生，才会迎来新的开始！
2018-08-16 10:32:34,sYL790117620,南京,5,有瑕疵 但不失为一部好电影 很深意的一部电影
2018-08-16 10:32:23,hhhgerry,沭阳,4,剧情反转得有点生硬！
2018-08-16 10:35:24,Mr.温TEL,封丘,5,还可以，惊心动魄
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:34:32,Gpu762669682,珠海,4,还行，挺搞笑的
2018-08-16 10:34:15,VVW420812430,天津,5,挺好看的，每个人物都很鲜活立体。
2018-08-16 10:33:27,果不其然,深圳,4,嗯，暴风雪中的小山庄剧情
2018-08-16 10:33:25,CTz209062090,荣成,5,昨晚看的非常好看、喜欢黄渤、喜欢他的真实、支持国产电影，支持有实力的人去拍电影。支持有实力的人去演电影。
2018-08-16 10:33:25,qHa945171090,汕头,5,不错~脑洞大开
2018-08-16 10:33:25,荒山道士,东莞,5,黄渤的片子虽然还不是很成熟，但是内涵、故事情节、人物刻画都在国产片中是比较完美的了。很喜欢，希望渤导继续加油！！
2018-08-16 10:33:05,Tt只要有你,贵阳,3.5,千万在手，天下我有
2018-08-16 10:32:39,LoveGintonic,烟台,4.5,这是一部题材很宽的电影，社会阶级形成的缩影，人性的真实演绎。摇摆不定的砖家，时乖时狂的保安，见风使舵的老板，自大膨胀的王，扑克牌的霸权，鱼的垄断，技术产生的动力，最清醒的疯子，隐瞒真相的代价。你的脑海是否闪现过如下场景，砖家辟谣，战时汉奸，强权政治，资本疯狂，通货膨胀，资源掠夺，麻木看客，谎言当道。社会如此，电影亦如此。一场大火点睛之笔——唯置死地而后生，才会迎来新的开始！
2018-08-16 10:32:34,sYL790117620,南京,5,有瑕疵 但不失为一部好电影 很深意的一部电影
2018-08-16 10:32:23,hhhgerry,沭阳,4,剧情反转得有点生硬！
2018-08-16 10:32:13,上官春天,鞍山,5,很好看，下次继续观看
2018-08-16 10:35:17,不是朕的事,浠水,5,电影不错，我兴的演技又提高了
2018-08-16 10:34:39,PkK235502019,北京,4.5,好还好还好哈
2018-08-16 10:34:32,AnkhRec,淮北,4,挺好看的，人性贯穿其中
2018-08-16 10:34:32,Gpu762669682,珠海,4,还行，挺搞笑的
2018-08-16 10:34:15,VVW420812430,天津,5,挺好看的，每个人物都很鲜活立体。
2018-08-16 10:33:27,果不其然,深圳,4,嗯，暴风雪中的小山庄剧情
2018-08-16 10:33:25,CTz209062090,荣成,5,昨晚看的非常好看、喜欢黄渤、喜欢他的真实、支持国产电影，支持有实力的人去拍电影。支持有实力的人去演电影。
2018-08-16 10:33:25,qHa945171090,汕头,5,不错~脑洞大开
2018-08-16 10:33:25,荒山道士,东莞,5,黄渤的片子虽然还不是很成熟，但是内涵、故事情节、人物刻画都在国产片中是比较完美的了。很喜欢，希望渤导继续加油！！
2018-08-16 10:33:05,Tt只要有你,贵阳,3.5,千万在手，天下我有
2018-08-16 10:32:39,LoveGintonic,烟台,4.5,这是一部题材很宽的电影，社会阶级形成的缩影，人性的真实演绎。摇摆不定的砖家，时乖时狂的保安，见风使舵的老板，自大膨胀的王，扑克牌的霸权，鱼的垄断，技术产生的动力，最清醒的疯子，隐瞒真相的代价。你的脑海是否闪现过如下场景，砖家辟谣，战时汉奸，强权政治，资本疯狂，通货膨胀，资源掠夺，麻木看客，谎言当道。社会如此，电影亦如此。一场大火点睛之笔——唯置死地而后生，才会迎来新的开始！
2018-08-16 10:32:34,sYL790117620,南京,5,有瑕疵 但不失为一部好电影 很深意的一部电影
2018-08-16 10:32:23,hhhgerry,沭阳,4,剧情反转得有点生硬！
2018-08-16 10:32:13,上官春天,鞍山,5,很好看，下次继续观看
2018-08-16 10:31:52,qno438345232,吴江,4,挺好。。。。。。。。
